Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Min S., Kim H., Lee B., Yoon S.","57194152306;57223898862;55600861100;7404035832;","Protein transfer learning improves identification of heat shock protein families",2021,"PLoS ONE","16","5 May","e0251865","","",,,"10.1371/journal.pone.0251865","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106379449&doi=10.1371%2fjournal.pone.0251865&partnerID=40&md5=266b40da91184029923f43dd29c458a7","Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Department of Electronic and IT Media Engineering, Seoul National University of Science and Technology, Seoul, South Korea; Department of Biological Sciences, Interdisciplinary Program in Bioinformatics, Interdisciplinary Program in Artificial Intelligence, ASRI, INMC, Institute of Engineering Research, Seoul National University, Seoul, South Korea","Min, S., Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Kim, H., Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Lee, B., Department of Electronic and IT Media Engineering, Seoul National University of Science and Technology, Seoul, South Korea; Yoon, S., Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea, Department of Biological Sciences, Interdisciplinary Program in Bioinformatics, Interdisciplinary Program in Artificial Intelligence, ASRI, INMC, Institute of Engineering Research, Seoul National University, Seoul, South Korea","Heat shock proteins (HSPs) play a pivotal role as molecular chaperones against unfavorable conditions. Although HSPs are of great importance, their computational identification remains a significant challenge. Previous studies have two major limitations. First, they relied heavily on amino acid composition features, which inevitably limited their prediction performance. Second, their prediction performance was overestimated because of the independent two-stage evaluations and train-test data redundancy. To overcome these limitations, we introduce two novel deep learning algorithms: (1) time-efficient DeepHSP and (2) high-performance DeeperHSP. We propose a convolutional neural network (CNN)-based DeepHSP that classifies both non-HSPs and six HSP families simultaneously. It outperforms state-of-the-art algorithms, despite taking 14–15 times less time for both training and inference. We further improve the performance of DeepHSP by taking advantage of protein transfer learning. While DeepHSP is trained on raw protein sequences, DeeperHSP is trained on top of pre-trained protein representations. Therefore, DeeperHSP remarkably outperforms state-of-the-art algorithms increasing F1 scores in both cross-validation and independent test experiments by 20% and 10%, respectively. We envision that the proposed algorithms can provide a proteome-wide prediction of HSPs and help in various downstream analyses for pathology and clinical research. Copyright: © 2021 Min et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,,Article,"Final","",Scopus,2-s2.0-85106379449
"Kim J., Kang J., Jang W.","57223632914;57221261333;57204785498;","Analysis on high-power seaport led luminaire with uniform light distribution based on optimized lens and heatsink",2021,"Applied Sciences (Switzerland)","11","9","4035","","",,,"10.3390/app11094035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105956790&doi=10.3390%2fapp11094035&partnerID=40&md5=cb530e0a3cdb44b55e0af3597125f9b9","Lighting Equipment Center, Korea Conformity Laboratories, Incheon, 21591, South Korea; Department of Electrical and Information Engineering, Seoul National University of Science & Technology, Seoul, 01811, South Korea; Lighting Center, Korea Testing Certification Institute, Gwacheon-si, 15809, South Korea","Kim, J., Lighting Equipment Center, Korea Conformity Laboratories, Incheon, 21591, South Korea, Department of Electrical and Information Engineering, Seoul National University of Science & Technology, Seoul, 01811, South Korea; Kang, J., Lighting Center, Korea Testing Certification Institute, Gwacheon-si, 15809, South Korea; Jang, W., Department of Electrical and Information Engineering, Seoul National University of Science & Technology, Seoul, 01811, South Korea","In the case of light-emitting diode (LED) seaport luminaires, they should be designed in consideration of glare, average illuminance, and overall uniformity. Although it is possible to implement light distribution through auxiliary devices such as reflectors, it means increasing the weight and size of the luminaire, which reduces the feasibility. Considering the special environment of seaport luminaires, which are installed at a height of 30 m or more, it is necessary to reduce the weight of the device, facilitate replacement, and secure a light source with a long life. In this paper, an optimized lens design was investigated to provide uniform light distribution to meet the requirement in the seaport lighting application. Four types of lens were designed and fabricated to verify the uniform light distribution requirement for the seaport lighting application. Using numerical analysis, we optimized the lens that provides the required minimum overall uniformity for the seaport lighting application. A theoretical analysis for the heatsink structure and shape were conducted to reduce the heat from the high-power LED light sources up to 250 W. As a result of these analyses on the heat dissipation characteristics of the high-power LED light source used in the LED seaport luminaire, the heatsink with hexagonal-shape fins shows the best heat dissipation effect. Finally, a prototype LED seaport luminaire with an optimized lens and heat sink was fabricated and tested in a real seaport environment. The light distribution characteristics of this prototype LED seaport luminaire were compared with a commercial high-pressure sodium luminaire and metal halide luminaire. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Average illuminance; Heat dissipation; Light distribution; Overall uniformity; Seaport luminaire",,Article,"Final","",Scopus,2-s2.0-85105956790
"Yoon J., Hur E.","57211782287;57196007799;","An exploratory study of factors that affect psychological well-being of 4-year college freshmen in south korea",2021,"Sustainability (Switzerland)","13","9","5230","","",,,"10.3390/su13095230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105946937&doi=10.3390%2fsu13095230&partnerID=40&md5=40a9887e1e7ca4ad2b1121b915caddb7","Institute for Innovation Higher Education, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Department of Education, Seowon University, Cheongju, 28674, South Korea","Yoon, J., Institute for Innovation Higher Education, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Hur, E., Department of Education, Seowon University, Cheongju, 28674, South Korea","The purpose of this study is to classify college freshmen based on the level of psychological states related to psychological well-being they experience, and to explore the factors influencing these psychological states. Group 1 had low levels of negative psychological states and high levels of positive psychological states (constituting 35% of the total sample); Group 2 had relatively high level of negative psychological states and very low level of life satisfaction (constituting 13% of the total sample), and Group 3 had moderate level of psychological states (constituting 52% of the total sample). First, it was identified that a group with high level of negative psychological states does not necessarily have a low level of positive psychological states in factors such as their self-esteem, resilience, or life goals. Second, female students were more likely to belong to the group with high manifestations of psychological problems. Students who get higher self-satisfaction from their income than their actual annual income, students with more allowance, students with lower burden relating to their tuition, and students who worked less part-time jobs (falls under the financial factor) were less likely to belong to the group with high manifestations of psychological problems. Students who had numerous communications with their peers and had a sense of trust in their school, and students who felt less alienated were also less likely to belong to the group with high manifestations of psychological problems (falls under the social relationship factor). In addition, students who selected their college major in accordance to their aptitudes and interests, or through the influence of their school teachers, were less likely to belong to the mild risk group or the risk group than the students who decided their college major based on employment prospects or recommendations (falls under the enrollment motivation factor). Meanwhile, students with a higher dependency to their mobile phones had higher probability of belonging to the risk group, and students who had higher computer use frequency, such as using a computer to chat or play games, had a lower probability of belonging to the mild risk group or the risk group (falls under the media utilization factor). The results of the study indicate the need for the following: (1) a three-dimensional diagnosis of the psychological state of college freshmen; (2) measures that can improve social relationships, such as support in the curriculum and linkage to counseling institutions; and (3) the selection of a major in accordance to one’s aptitude, calling for the need for a linkage with career guidance at the high school stage. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","4-year college freshman; Exploratory study; Latent profile analysis; Psychological well-being","environmental factor; exploration; life satisfaction; psychology; socioeconomic impact; student; South Korea",Article,"Final","",Scopus,2-s2.0-85105946937
"Lim S., Ji Y.-H., Park Y.-I.","55688252000;57223393417;7405372830;","Simulation of energy absorption performance of the couplers in urban railway vehicles during a heavy collision",2021,"Machines","9","5","91","","",,,"10.3390/machines9050091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105774844&doi=10.3390%2fmachines9050091&partnerID=40&md5=dd028cff7078d79c727f1f9056f81bdc","Trans-Continental Railroad Research Team, Northern Railroad Research Division, Korea Railroad Research Institute, Uiwang, 16105, South Korea; Graduate School of Railroad, Seoul National University of Science & Technology, Seoul, 01811, South Korea; Mechanical System Design Engineering, Seoul National University of Science & Technology, Seoul, 01811, South Korea","Lim, S., Trans-Continental Railroad Research Team, Northern Railroad Research Division, Korea Railroad Research Institute, Uiwang, 16105, South Korea; Ji, Y.-H., Graduate School of Railroad, Seoul National University of Science & Technology, Seoul, 01811, South Korea; Park, Y.-I., Mechanical System Design Engineering, Seoul National University of Science & Technology, Seoul, 01811, South Korea","Railway vehicles are generally operated by connecting several vehicles in a row. Mecha-nisms connecting railway vehicles must also absorb front and rear shock loads that occur during a train’s operation. To minimize damage, rail car couplers are equipped with a buffer system that absorbs the impact of energy. It is difficult to perform a crash test and evaluate performance by applying a buffer to an actual railway vehicle. In this study, a simulation technique using a mathematical buffer model was introduced to overcome these difficulties. For this, a model of each element of the buffer was built based on the experimental data for each element of the coupling buffer system and a collision simulation program was developed. The buffering characteristics of a 10-car train colliding at 25 km/h were analyzed using a developed simulator. The results of the heavy collision simulation showed that the rubber buffer was directly connected to the hydraulic shock ab-sorber in a solid contact state, and displacement of the hydraulic buffer hardly occurred despite the increase in reaction force due to the high impact speed. Since the impact force is concentrated on the vehicle to which the collision is applied, it may be appropriate to apply a deformation tube with different characteristics depending on the vehicle location. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Buffer system; Energy absorption performance; Mathematical model; Railway vehicle; Simulation program",,Article,"Final","",Scopus,2-s2.0-85105774844
"Sa Y.K., Bang J., Son J., Yu D.-Y., Kim Y.-C.","57223348275;45761070300;57209173595;57195609736;57223321630;","Enhanced thermo–mechanical reliability of ultralow-k dielectrics with self-organized molecular pores",2021,"Materials","14","9","2284","","",,,"10.3390/ma14092284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105656854&doi=10.3390%2fma14092284&partnerID=40&md5=298e4113469a961ffcca8da2ece1b4b8","Advanced Deposition Materials Business Unit, Entegris, Suwon, 16229, South Korea; Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-Ro, Yeonsu-Gu, Incheon, 406-840, South Korea; Department of Material Science and Engineering, Korea University, Anam-Dong, Seongbuk-Gu, Seoul, 136-713, South Korea; Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Sa, Y.K., Advanced Deposition Materials Business Unit, Entegris, Suwon, 16229, South Korea; Bang, J., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-Ro, Yeonsu-Gu, Incheon, 406-840, South Korea; Son, J., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-Ro, Yeonsu-Gu, Incheon, 406-840, South Korea, Department of Material Science and Engineering, Korea University, Anam-Dong, Seongbuk-Gu, Seoul, 136-713, South Korea; Yu, D.-Y., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-Ro, Yeonsu-Gu, Incheon, 406-840, South Korea, Department of Material Science and Engineering, Korea University, Anam-Dong, Seongbuk-Gu, Seoul, 136-713, South Korea; Kim, Y.-C., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-Ro, Yeonsu-Gu, Incheon, 406-840, South Korea, Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","This paper reported the enhancement in thermo-mechanical properties and chemical stability of porous SiCOH dielectric thin films fabricated with molecularly scaled pores of uniform size and distribution. The resulting porous dielectric thin films were found to exhibit far stronger resistance to thermo-mechanical instability mechanisms common to conventional SiCOH dielectric thin films without forgoing an ultralow dielectric constant (i.e., ultralow-k). Specifically, the elastic modulus measured by nano-indentation was 13 GPa, which was substantially higher than the value of 6 GPa for a porous low-k film deposited by a conventional method, while dielectric constant exhibited an identical value of 2.1. They also showed excellent resistance against viscoplastic defor-mation, as measured by the ball indentation method, which represented the degree of chemical degradation of the internal bonds. Indentation depth was measured at 5 nm after a 4-h indentation test at 400 °C, which indicated an ~89% decrease compared with conventional SiCOH film. Evolution of film shrinkage and dielectric constant after annealing and plasma exposure were reduced in the low-k film with a self-organized molecular film. Analysis of the film structure via Fourier-trans-form infrared (FTIR) spectroscopy and X-ray photoelectron spectroscopy (XPS) indicated an increase in symmetric linear Si–O–Si molecular chains with terminal –CH3 bonds that were believed to be responsible for both the decrease in dipole moment/dielectric constant and the formation of molecular scaled pores. The observed enhanced mechanical and chemical properties were also at-tributed to this unique nano-porous structure. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Cu/low-k interconnect structure; Nano-porous structure; Porous low-k (PLK); SiCOH dielectric thin film","Chemical stability; Degradation; Fourier transform infrared spectroscopy; Indentation; Low-k dielectric; Mechanisms; Silicon; Silicon compounds; Thin films; X ray photoelectron spectroscopy; Chemical degradation; Conventional methods; Dielectric thin films; Mechanical reliability; Nanoporous structures; Thermomechanical properties; Ultra-low dielectric constant; Ultra-low-k dielectrics; Dielectric materials",Article,"Final","",Scopus,2-s2.0-85105656854
"Son J., Yu D.-Y., Kim Y.-C., Kim S.-I., Kim M.-S., Byun D., Bang J.","57209173595;57195609736;57223321630;57223319825;55671719200;7005053270;45761070300;","Effect of multiple reflows on the interfacial reactions and mechanical properties of an Sn-0.5Cu-Al(Si) solder and a Cu substrate",2021,"Materials","14","9","2367","","",,,"10.3390/ma14092367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105579977&doi=10.3390%2fma14092367&partnerID=40&md5=f48141acd305a71dd008362a1f02ee75","Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-ro, Yeonsu-gu, Incheon, 406-840, South Korea; Department of Material Science and Engineering, Korea University, Anam-dong, Seongbuk-gu, Seoul, 136-713, South Korea; Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Son, J., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-ro, Yeonsu-gu, Incheon, 406-840, South Korea, Department of Material Science and Engineering, Korea University, Anam-dong, Seongbuk-gu, Seoul, 136-713, South Korea; Yu, D.-Y., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-ro, Yeonsu-gu, Incheon, 406-840, South Korea, Department of Material Science and Engineering, Korea University, Anam-dong, Seongbuk-gu, Seoul, 136-713, South Korea; Kim, Y.-C., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-ro, Yeonsu-gu, Incheon, 406-840, South Korea, Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Kim, S.-I., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-ro, Yeonsu-gu, Incheon, 406-840, South Korea; Kim, M.-S., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-ro, Yeonsu-gu, Incheon, 406-840, South Korea; Byun, D., Department of Material Science and Engineering, Korea University, Anam-dong, Seongbuk-gu, Seoul, 136-713, South Korea; Bang, J., Micro-Joining Center, Korea Institute of Industrial Technology, 156 Gaetbeol-ro, Yeonsu-gu, Incheon, 406-840, South Korea","In this study, the interfacial reactions and mechanical properties of solder joints after multiple reflows were observed to evaluate the applicability of the developed materials for hightemperature soldering for automotive electronic components. The microstructural changes and mechanical properties of Sn-Cu solders regarding Al(Si) addition and the number of reflows were investigated to determine their reliability under high heat and strong vibrations. Using differential scanning calorimetry, the melting points were measured to be approximately 227, 230, and 231 °C for the SC07 solder, SC-0.01Al(Si), and SC-0.03Al(Si), respectively. The cross-sectional analysis results showed that the total intermetallic compounds (IMCs) of the SC-0.03Al(Si) solder grew the least after the as-reflow, as well as after 10 reflows. Electron probe microanalysis and transmission electron microscopy revealed that the Al-Cu and Cu-Al-Sn IMCs were present inside the solders, and their amounts increased with increasing Al(Si) content. In addition, the Cu6Sn5 IMCs inside the solder became more finely distributed with increasing Al(Si) content. The Sn-0.5Cu-0.03Al(Si) solder exhibited the highest shear strength at the beginning and after 10 reflows, and ductile fracturing was observed in all three solders. This study will facilitate the future application of lead-free solders, such as an Sn-Cu-Al(Si) solder, in automotive electrical components. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Al(Si); Electric control unit (ECU); Intermetallic compounds (IMCs); Lead-free solder; Multiple reflow","Aluminum metallography; Binary alloys; Copper; Copper metallography; Differential scanning calorimetry; Ductile fracture; Electron probe microanalysis; High resolution transmission electron microscopy; Mechanical properties; Silicon; Soldering; Tin metallography; Vibrations (mechanical); Cross sectional analysis; Electrical components; Electronic component; Future applications; High temperature; Microstructural changes; Multiple reflows; Sn-Cu solders; Lead-free solders",Article,"Final","",Scopus,2-s2.0-85105579977
"Hwang J., Hwang S.","57223264421;57190258611;","Exploiting global structure information to improve medical image segmentation",2021,"Sensors","21","9","3249","","",,,"10.3390/s21093249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105413300&doi=10.3390%2fs21093249&partnerID=40&md5=4dbfef24dc3c98fbe89cda5327cb28e1","Department of Data Science, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Department of Industrial & Information Systems Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Research Center for Electrical and Information Technology, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Hwang, J., Department of Data Science, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Hwang, S., Department of Data Science, Seoul National University of Science and Technology, Seoul, 01811, South Korea, Department of Industrial & Information Systems Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea, Research Center for Electrical and Information Technology, Seoul National University of Science and Technology, Seoul, 01811, South Korea","In this paper, we propose a method to enhance the performance of segmentation models for medical images. The method is based on convolutional neural networks that learn the global structure information, which corresponds to anatomical structures in medical images. Specifically, the proposed method is designed to learn the global boundary structures via an autoencoder and constrain a segmentation network through a loss function. In this manner, the segmentation model performs the prediction in the learned anatomical feature space. Unlike previous studies that considered anatomical priors by using a pre-trained autoencoder to train segmentation networks, we propose a single-stage approach in which the segmentation network and autoencoder are jointly learned. To verify the effectiveness of the proposed method, the segmentation performance is evaluated in terms of both the overlap and distance metrics on the lung area and spinal cord segmentation tasks. The experimental results demonstrate that the proposed method can enhance not only the segmentation performance but also the robustness against domain shifts. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Deep convolutional neural networks; Domain robustness; Medical image segmentation; Structure information","Convolutional neural networks; Image enhancement; Image segmentation; Learning systems; Anatomical features; Anatomical priors; Anatomical structures; Boundary structure; Distance metrics; Global structure; Segmentation models; Segmentation performance; Medical image processing; image processing; thorax; Image Processing, Computer-Assisted; Neural Networks, Computer; Thorax",Article,"Final","",Scopus,2-s2.0-85105413300
"Kim J.-H., Park S.-Y., Lim D.-H., Lim S.-Y., Choi J., Koo H.-J.","57201949226;57223196525;57223202586;57223188349;55682949300;20434028500;","Eco-friendly dye-sensitized solar cells based on water-electrolytes and chlorophyll",2021,"Materials","14","9","2150","","",,,"10.3390/ma14092150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105185312&doi=10.3390%2fma14092150&partnerID=40&md5=00d70abca68ebecf8a3bcb5fb0f662e6","Department of New Energy Engineering, Seoul National University of Science & Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Department of Chemical & Biomolecular Engineering, Seoul National University of Science & Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; School of Integrative Engineering, Chung-Ang University, Seoul, 06974, South Korea","Kim, J.-H., Department of New Energy Engineering, Seoul National University of Science & Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Park, S.-Y., Department of Chemical & Biomolecular Engineering, Seoul National University of Science & Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Lim, D.-H., Department of Chemical & Biomolecular Engineering, Seoul National University of Science & Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Lim, S.-Y., Department of Chemical & Biomolecular Engineering, Seoul National University of Science & Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Choi, J., School of Integrative Engineering, Chung-Ang University, Seoul, 06974, South Korea; Koo, H.-J., Department of Chemical & Biomolecular Engineering, Seoul National University of Science & Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Organic solvents used for electrolytes of dye-sensitized solar cells (DSSCs) are generally not only toxic and explosive but also prone to leakage due to volatility and low surface tension. The representative dyes of DSSCs are ruthenium-complex molecules, which are expensive and require a complicated synthesis process. In this paper, the eco-friendly DSSCs were presented based on water-based electrolytes and a commercially available organic dye. The effect of aging time after the device fabrication and the electrolyte composition on the photovoltaic performance of the eco-friendly DSSCs were investigated. Plasma treatment of TiO2 was adopted to improve the dye adsorption as well as the wettability of the water-based electrolytes on TiO2. It turned out that the plasma treatment was an effective way of improving the photovoltaic performance of the eco-friendly DSSCs by increasing the efficiency by 3.4 times. For more eco-friendly DSSCs, the organic-synthetic dye was replaced by chlorophyll extracted from spinach. With the plasma treatment, the efficiency of the eco-friendly DSSCs based on water-electrolytes and chlorophyll was comparable to those of the previously reported chlorophyll-based DSSCs with non-aqueous electrolytes. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Aqueous electrolyte; Chlorophyll; Dye-sensitized solar cells; Ecofriendly devices; Plasma treatment","Chlorophyll; Efficiency; Electrolytes; Environmental protection; Oxide minerals; Photovoltaic effects; Plasma applications; Ruthenium compounds; Synthesis (chemical); Titanium dioxide; Device fabrications; Electrolyte compositions; Non-aqueous electrolytes; Photovoltaic performance; Plasma treatment; Ruthenium complexes; Synthesis process; Water electrolytes; Dye-sensitized solar cells",Article,"Final","",Scopus,2-s2.0-85105185312
"Choi S.-Y., Kim S.-H.","57209617132;55444463800;","Knowledge acquisition and representation for high-performance building design: A review for defining requirements for developing a design expert system",2021,"Sustainability (Switzerland)","13","9","4640","","",,,"10.3390/su13094640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105182596&doi=10.3390%2fsu13094640&partnerID=40&md5=86d260600fd2a5645c3706d7efe809d6","Han-il Mechanical & Electrical Consultant, Seoul, 07271, South Korea; School of Architecture, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Choi, S.-Y., Han-il Mechanical & Electrical Consultant, Seoul, 07271, South Korea; Kim, S.-H., School of Architecture, Seoul National University of Science and Technology, Seoul, 01811, South Korea","New functions and requirements of high performance building (HPB) being added and several regulations and certification conditions being reinforced steadily make it harder for designers to decide HPB designs alone. Although many designers wish to rely on HPB consultants for advice, not all projects can afford consultants. We expect that, in the near future, computer aids such as design expert systems can help designers by providing the role of HPB consultants. The effectiveness and success or failure of the solution offered by the expert system must be affected by the quality, systemic structure, resilience, and applicability of expert knowledge. This study aims to set the problem definition and category required for existing HPB designs, and to find the knowledge acquisition and representation methods that are the most suitable to the design expert system based on the literature review. The HPB design literature from the past 10 years revealed that the greatest features of knowledge acquisition and representation are the increasing proportion of computer-based data analytics using machine learning algorithms, whereas rules, frames, and cognitive maps that are derived from heuristics are conventional representation formalisms of traditional expert systems. Moreover, data analytics are applied to not only literally raw data from observations and measurement, but also discrete processed data as the results of simulations or composite rules in order to derive latent rule, hidden pattern, and trends. Furthermore, there is a clear trend that designers prefer the method that decision support tools propose a solution directly as optimizer does. This is due to the lack of resources and time for designers to execute performance evaluation and analysis of alternatives by themselves, even if they have sufficient experience on the HPB. However, because the risk and responsibility for the final design should be taken by designers solely, they are afraid of convenient black box decision making provided by machines. If the process of using the primary knowledge in which frame to reach the solution and how the solution is derived are trans-parently open to the designers, the solution made by the design expert system will be able to obtain more trust from designers. This transparent decision support process would comply with the re-quirement specified in a recent design study that designers prefer flexible design environments that give more creative control and freedom over design options, when compared to an automated optimization approach. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Design expert system; High performance building; Knowledge acquisition; Knowledge base; Knowledge representation","architectural design; decision making; expert system; indigenous knowledge; knowledge; machine learning; optimization",Review,"Final","",Scopus,2-s2.0-85105182596
"You J.-H., Park K.","57223124424;35386812400;","Design and additive manufacturing of thermal metamaterial with high thermal resistance and cooling capability",2021,"Additive Manufacturing","41",,"101947","","",,1,"10.1016/j.addma.2021.101947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104976013&doi=10.1016%2fj.addma.2021.101947&partnerID=40&md5=8df986273ef5c3c6ca53b26984d995b0","Department of Mechanical System Design Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","You, J.-H., Department of Mechanical System Design Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Park, K., Department of Mechanical System Design Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Metamaterials are defined as artificially designed micro-architectures with unusual physical properties, including optical, electromagnetic, mechanical, and thermal properties. This study proposes a thermal metamaterial that provides an efficient thermal cycle with two conflicting objectives: (i) high thermal resistance as a thermal insulator and (ii) high cooling capability as a heat exchanger. To enable these conflicting objectives, we used cellular lattice structures fabricated by additive manufacturing (AM). An efficient design method based on a finite element (FE) mesh was developed to obtain boundary-conformal lattices for arbitrary 3D shapes. FE analyses were then conducted to evaluate the structural and thermal behaviors of the lattice structures. The designed lattice structures were fabricated by powder-bed fusion (PBF) type AM using Ti-6Al-4V powders. Heat conduction tests were then performed to evaluate the thermal resistance of the lattices with various strut diameters, and the resulting thermal resistance increased five to fifteen times in comparison with that of the pure material. Cooling tests were also conducted to evaluate the cooling capability of the lattices, which showed that the lattice structures could act not only as a thermal insulator but also as a heat exchanger. Consequently, the developed lattice structures can be regarded as a thermal metamaterial that is useful in various applications that require a high thermal cycle of heating and cooling. © 2021 Elsevier B.V.","Additive manufacturing; Coolant cooling; Lattice structure; Thermal metamaterial; Thermal resistance","Additives; Aluminum alloys; Cooling; Heat conduction; Heat exchangers; Heat resistance; Metamaterials; Ternary alloys; Thermal cycling; Titanium alloys; Conflicting objectives; Coolant cooling; Cooling capability; High thermal; Lattice structures; Micro architectures; Property; Thermal; Thermal insulators; Thermal metamaterial; 3D printers",Article,"Final","",Scopus,2-s2.0-85104976013
