Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Lee I.-J., Choi K.-H.","57202333718;55473356900;","Bellows braze joint testing for lifetime enhancement of vacuum interrupter for high-speed train",2018,"Journal of the Korean Society for Railway","21","2",,"152","158",,,"10.7782/JKSR.2018.21.2.152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047929169&doi=10.7782%2fJKSR.2018.21.2.152&partnerID=40&md5=f07ba8e6909f287824a5b467de15f160","Department of Railway Electrical and Signaling Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-Gu, Seoul, 01811, South Korea","Lee, I.-J., Department of Railway Electrical and Signaling Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-Gu, Seoul, 01811, South Korea; Choi, K.-H., Department of Railway Electrical and Signaling Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-Gu, Seoul, 01811, South Korea","Train load currents and fault currents are interrupted by vacuum interrupters(VIs) of main circuit breakers(MCBs), which should ensure high operating lifetime. To meet this demand, it is necessary to increase the durability of bellows, which secure vacuum condition and assist moving parts of the VI. The bellows are made by brazing welding of stainless-steel sheets. These are generally plated with nickel to improve brazing performance; however, Ni-plating may cause deformation of physical properties and reduction of operation life of the bellows. This paper suggests that the durability of the VI can be extended by skipping some of the Ni plating process for the bellows. Test results using various combinations of brazing specimens show that good brazing performance can be achieved even when some nickel plating processes are skipped; durability test using bellows sample indicates that the lifespan of the bellows can be extended by more than 10%. © 2018 The Korean Society for Railway. All rights reserved.","Bellows; High-speed train; Main circuit breaker; Vacuum interrupter",,Article,"Final","",Scopus,2-s2.0-85047929169
"Choi Y., Lee Y.-I.","37058381000;35976049200;","Facile and selective synthesis of ZnO hollow or crumpled spheres and their photocatalytic degradation activities",2018,"Journal of the Korean Ceramic Society","55","3",,"261","266",,,"10.4191/kcers.2018.55.3.03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047905199&doi=10.4191%2fkcers.2018.55.3.03&partnerID=40&md5=4404c583a914ec9db9c9ed0a1e926d77","Material Technology Center, Korea Testing Laboratory, Ansan, 15588, South Korea; Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Choi, Y., Material Technology Center, Korea Testing Laboratory, Ansan, 15588, South Korea; Lee, Y.-I., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Hollow or bumpy ZnO structures with micrometer-size features have been investigated as photocatalysts for water purification due to their high surface area available for reaction with harmful organic molecules and relatively large size for easy separation after finishing the photocatalytic reaction. In this study, selective synthesis of ZnO hollow or crumpled microspheres was performed using a simple and versatile ultrasonic spray pyrolysis process with various zinc precursors. The morphologies, phases, specific surface areas, and optical properties of the microspheres were characterized using X-ray diffraction, scanning electronic microscopy, nitrogen adsorption-desorption isotherms, and UV-vis spectroscopy. In addition, the mechanism underlying the formation of different morphologies and their photocatalytic activities were systematically investigated. © 2018 Korean Ceramic Society. All rights reserved.","Microsphere; Optical properties; Photocatalytic degradation; Ultrasonic spray pyrolysis; ZnO","Gas adsorption; II-VI semiconductors; Microspheres; Size separation; Spray pyrolysis; Surface reactions; Ultraviolet visible spectroscopy; Zinc oxide; Nitrogen adsorption desorption isotherms; Photo catalytic degradation; Photocatalytic activities; Photocatalytic reactions; Scanning electronic microscopy; Selective synthesis; Ultrasonic spray pyrolysis; UV-vis spectroscopy; Optical properties",Article,"Final","",Scopus,2-s2.0-85047905199
"An H., Kang L., Ahn H.-J., Choa Y.-H., Lee C.G.","55251018700;35210902400;7202928418;54790526200;8072845700;","Synthesis and characterization of TiO2/CuS nanocomposite fibers as a visible light-driven photocatalyst",2018,"Journal of the Korean Ceramic Society","55","3",,"267","274",,6,"10.4191/kcers.2018.55.3.05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047902809&doi=10.4191%2fkcers.2018.55.3.05&partnerID=40&md5=83004ab3867502acd33dc6bfbbd14838","Advanced Materials and Processing Center, Institute for Advanced Engineering, Yongin, 17180, South Korea; Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Department of Fine Chemical Engineering, Hanyang University, Ansan, 15588, South Korea","An, H., Advanced Materials and Processing Center, Institute for Advanced Engineering, Yongin, 17180, South Korea; Kang, L., Advanced Materials and Processing Center, Institute for Advanced Engineering, Yongin, 17180, South Korea; Ahn, H.-J., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Choa, Y.-H., Department of Fine Chemical Engineering, Hanyang University, Ansan, 15588, South Korea; Lee, C.G., Advanced Materials and Processing Center, Institute for Advanced Engineering, Yongin, 17180, South Korea","TiO2/CuS nanocomposites were fabricated by precipitation of nanosized CuS via sonochemical method on electrospun TiO2 nanofibers, and their structure, chemical bonding states, optical properties, and photocatalytic activity were investigated. In the TiO2/CuS nanocomposite, the position of the conduction band for CuS was at a more negative than that of TiO; meanwhile, the position of the valence band for CuS was more positive than those for TiO, indicating a heterojunction structure belonging to type-II band alignment. Photocatalytic activity, measured by decomposition of methylene blue under visible-light irradiation (λ &gt; 400 nm) for the TiO2/CuS nanocomposite, showed a value of 85.94% at 653 nm, which represented an improvement of 52% compared to that for single TiO2 nanofiber (44.97% at 653 nm). Consequently, the photocatalyst with TiO2/CuS nanocomposite had excellent photocatalytic activity for methylene blue under visible-light irradiation, which could be explained by the formation of a heterojunction structure and improvement of the surface reaction by increase in surface area. © 2018 Korean Ceramic Society. All rights reserved.","Electronic band structure; Functional applications; Heterojunction; Nanocomposite; Photocatalytic activity","Aromatic compounds; Chemical bonds; Copper compounds; Heterojunctions; Irradiation; Light; Nanocomposites; Nanofibers; Optical properties; Photocatalysis; Photocatalysts; Precipitation (chemical); Sonochemistry; Surface reactions; Titanium dioxide; Electronic band structure; Excellent photocatalytic activities; Functional applications; Heterojunction structures; Photocatalytic activities; Synthesis and characterizations; Visible light driven photocatalysts; Visible-light irradiation; Sulfur compounds",Article,"Final","",Scopus,2-s2.0-85047902809
"Kim J.-Y., Park Y.-H., Cho K.-H.","57216187182;56733843600;55449739900;","Study on applicability of shale as an embankment material in railway roadbed using slake durability test",2018,"Journal of the Korean Society for Railway","21","2",,"166","176",,,"10.7782/JKSR.2018.21.2.166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047901346&doi=10.7782%2fJKSR.2018.21.2.166&partnerID=40&md5=3d3753a0674b00bf69221239a3dd39c0","Graduate School of Railway, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Kim, J.-Y., Graduate School of Railway, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Park, Y.-H., Graduate School of Railway, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Cho, K.-H., Graduate School of Railway, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","In cases of concrete slab tracks, the allowable settlement should be kept strictly below 25 mm. Settlement can cause problems such as reduced train stability, and increased cost and time of maintenance. The Gyeongsang Basin, which include Daegu, Gyeongju, and Ulsan, was constructed using rock debris of tunnel excavation as embankment material. It is mainly composed of shale rock. This shale, which weathers faster in this area, is very easily weathered and breaks along the bedding planes when exposed to wind and rain after a certain period. For this reason, cracks and fractures of the concrete tracks have occurred due to roadbed settlement. In this study, field measurement was conducted to study settlement of the shale rock fill. Also, problems in an existing slake durability test were analyzed for shale, which may be unsuitable as an embankment material. A new test method for shale was conducted and proposed. The results indicate that the samples should be exposed to air for 6 months or more to accurately test their durability. © 2018 The Korean Society for Railway. All rights reserved.","Concrete slab track; Rock fill; Shale; Slake durability test",,Article,"Final","",Scopus,2-s2.0-85047901346
"Yong H.W., Kyung L.S.","57201997430;56736734200;","A study on the correlation between Lower Flammable Limit and stoichiometric ratio of xylene",2018,"Journal of Engineering and Applied Sciences","13","6",,"1531","1536",,,"10.3923/jeasci.2018.1531.1536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046807125&doi=10.3923%2fjeasci.2018.1531.1536&partnerID=40&md5=7ebda9d89963a8fb9121b84b2d000c19","Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, South Korea","Yong, H.W., Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, South Korea; Kyung, L.S., Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, South Korea","Xylene is used as a solvent in various industrial fields and is a flammable substance its Lower Flammability Limit (LFL) and stoichiometric ratio are crucial factors for safety in relation to fire which is a major risk. Although, many related studies on the LFL and stoichiometric ratio of xylene have been conducted to date, the results from these studies are inconsistent. Consequently, data from previous studies are confusing to industries that use xylene in various processes. This study aimed to investigate the exact correlation between the LFL and the stoichiometric ratio of xylene. To determine this correlation, flash points were measured using a tag closed cup apparatus (ASTM D56-15) and a new and improved formula was derived for the relationship between the LFL and the stoichiometric ratio of xylene through the measured flash points. This study provides important basic safety data for industrial fields that use xylene a flammable substance. © Medwell Journals, 2018.","Complete combustion equation; Flashpoint; Stoichiometric ratio; Tag closed cup tester; Vapor pressure-Korea",,Article,"Final","",Scopus,2-s2.0-85046807125
"Moon S.Y., Park J.H., Park J.H.","57190380283;55716947600;55665406600;","Authentications for internet of things security: Threats, challenges and studies",2018,"Journal of Internet Technology","19","2",,"349","358",,5,"10.3966/160792642018031902004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046746328&doi=10.3966%2f160792642018031902004&partnerID=40&md5=a5dce769b2a2328a326b899a90642d69","Department of Computer Science and Engineering, Seoul National University of Science and Technology (SeoulTech), South Korea; Department of Computer Science, School of Software, SoongSil University, South Korea","Moon, S.Y., Department of Computer Science and Engineering, Seoul National University of Science and Technology (SeoulTech), South Korea; Park, J.H., Department of Computer Science, School of Software, SoongSil University, South Korea; Park, J.H., Department of Computer Science and Engineering, Seoul National University of Science and Technology (SeoulTech), South Korea","The Internet of Things (IoT) is attracting attention as the core technology with the development of the wireless network and the universal use of portable terminals. IoT provides high quality service to the user through various technology convergences that are based on smart devices to high performance. However, due to the vulnerabilities connected with complex technologies and problems with implementation methods, there are various security threats. Therefore, to provide the best service, it is necessary to construct a secure environment for security threats in the IoT. It also must be protected and managed the device via authentication or secure policies. In this paper, we describe the security threats, issue and consideration in IoT, and we examine authentication structure, lightweight technology, and key management. We also propose an authentication service scenario based on existing authentication technology and research. Finally, we present the development and research direction of Internet security technology to provide secure service. © 2018 Taiwan Academic Network Management Committee. All rights reserved.","Authentication; Computer security; Internet of things; Security threat","Authentication; Security of data; Security systems; Authentication services; Authentication technology; High quality service; Internet of thing (IOT); Internet security; Lightweight technology; Security threats; Various technologies; Internet of things",Article,"Final","",Scopus,2-s2.0-85046746328
"Oh S., Park J., Shin J.W., Yang B.C., Zhang J., Jang D.Y., An J.","57193122452;55321461200;57195739375;57195739880;14049417100;7102794360;36712937900;","High performance low-temperature solid oxide fuel cells with atomic layer deposited-yttria stabilized zirconia embedded thin film electrolyte",2018,"Journal of Materials Chemistry A","6","17",,"7401","7408",,19,"10.1039/c7ta10678e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046487231&doi=10.1039%2fc7ta10678e&partnerID=40&md5=55581ab3567143d3a63da5bafb8f50bd","Department of Manufacturing Systems and Design Engineering (MSDE), Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Department of Materials Science and Engineering, Stanford University, Stanford, CA  94305, United States; Hewlett Packard Labs, 1501 Page Mill Rd, Palo Alto, CA  94304, United States","Oh, S., Department of Manufacturing Systems and Design Engineering (MSDE), Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Park, J., Department of Materials Science and Engineering, Stanford University, Stanford, CA  94305, United States; Shin, J.W., Department of Manufacturing Systems and Design Engineering (MSDE), Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Yang, B.C., Department of Manufacturing Systems and Design Engineering (MSDE), Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Zhang, J., Hewlett Packard Labs, 1501 Page Mill Rd, Palo Alto, CA  94304, United States; Jang, D.Y., Department of Manufacturing Systems and Design Engineering (MSDE), Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; An, J., Department of Manufacturing Systems and Design Engineering (MSDE), Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","We report the design and the fabrication of a sandwich-structured thin-film composite electrolyte for low-temperature solid oxide fuel cells supported by a nanoporous anodized aluminum oxide (AAO) substrate. We adopt an extremely thin (25 nm) atomic-layer-deposited (ALD) yttria-stabilized zirconia (YSZ) layer embedded in highly ionic-conductive sputtered samaria-doped ceria (SDC) electrolytes (360 nm thick) and systematically vary the position of the YSZ layer to investigate the optimal design of the composite electrolyte. The cell with a sputtered SDC (180 nm)/ALD YSZ (25 nm)/sputtered SDC (180 nm) sandwich electrolyte shows a high maximum power density of 562 mW cm-2 at 450 °C, which is the highest performance at this temperature range for AAO-supported cells to date. © 2018 The Royal Society of Chemistry.",,"Alumina; Aluminum oxide; Atomic layer deposition; Cerium oxide; Nanocomposite films; Solid oxide fuel cells (SOFC); Substrates; Temperature; Thin films; Yttria stabilized zirconia; Yttrium oxide; Zirconia; Anodized aluminum oxide; Atomic layer deposited; Composite electrolytes; Low temperature solid oxide fuel cells; Maximum power density; Samaria doped cerias (SDC); Thin film electrolytes; Yttria-stabilized zirconias (YSZ); Solid electrolytes",Article,"Final","",Scopus,2-s2.0-85046487231
"Jang A.-R., Lee Y.-W., Lee S.-S., Hong J., Beak S.-H., Pak S., Lee J., Shin H.S., Ahn D., Hong W.-K., Cha S., Sohn J.I., Park I.-K.","54984009100;57207015253;57193993831;57188838015;56808682300;57189709113;55250188600;7404012685;56425060100;9239447600;57193154266;7201642039;7403239751;","Electrochemical and electrocatalytic reaction characteristics of boron-incorporated graphene: Via a simple spin-on dopant process",2018,"Journal of Materials Chemistry A","6","17",,"7351","7356",,9,"10.1039/c7ta09517a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046430038&doi=10.1039%2fc7ta09517a&partnerID=40&md5=c02bc7e58dfb76cd80c0c6f6074dd422","Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, United Kingdom; Department of Energy Engineering, Ulsan National Institute of Science and Technology (UNIST), UNIST-gil 50, Ulsan, 44919, South Korea; Department of Energy Systems, Soonchunhyang University, Asan Chungcheongnam-do, 31538, South Korea; Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Division of Nano Energy Convergence Research, DGIST, Daegu, 42988, South Korea; Beamline Department, Pohang Accelerator Laboratory, Pohang 790-784, South Korea; Jeonju Center, Korea Basic Science Institute, Jeonju Jeollabuk-do, 54907, South Korea; Division of Physics and Semiconductor Science, Dongguk University, Seoul, 100-715, South Korea","Jang, A.-R., Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, United Kingdom, Department of Energy Engineering, Ulsan National Institute of Science and Technology (UNIST), UNIST-gil 50, Ulsan, 44919, South Korea; Lee, Y.-W., Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, United Kingdom, Department of Energy Systems, Soonchunhyang University, Asan Chungcheongnam-do, 31538, South Korea; Lee, S.-S., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Hong, J., Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, United Kingdom; Beak, S.-H., Division of Nano Energy Convergence Research, DGIST, Daegu, 42988, South Korea; Pak, S., Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, United Kingdom; Lee, J., Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, United Kingdom; Shin, H.S., Department of Energy Engineering, Ulsan National Institute of Science and Technology (UNIST), UNIST-gil 50, Ulsan, 44919, South Korea; Ahn, D., Beamline Department, Pohang Accelerator Laboratory, Pohang 790-784, South Korea; Hong, W.-K., Jeonju Center, Korea Basic Science Institute, Jeonju Jeollabuk-do, 54907, South Korea; Cha, S., Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, United Kingdom; Sohn, J.I., Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, United Kingdom, Division of Physics and Semiconductor Science, Dongguk University, Seoul, 100-715, South Korea; Park, I.-K., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 139-743, South Korea","Chemical doping is one of the most effective methods to tune the electrochemical properties of graphene. We report a simple and relatively low-temperature process for the fabrication of boron doped graphene by using a spin-on dopant (SOD) method. SOD-treated graphene was successfully doped with boron atoms at a temperature lower than 600 °C. The fabricated boron doped graphene exhibits a specific capacitance of 4 mF cm-2, as well as a high-rate performance of 91.9% at 200 mV s-1 as an electrode material for pseudocapacitors. It also shows excellent oxygen reduction activity and durability with a current retention of 91.4% and methanol-tolerance properties. These features are beneficial for catalyst applications in the oxygen reduction reaction due to well-engineered boron sites with high electrical conductivity and many active sites for electrochemical reactions. © 2018 The Royal Society of Chemistry.",,"Catalyst activity; Doping (additives); Electrocatalysis; Electrolytic reduction; Graphene; Oxygen; Temperature; Boron-doped graphene; Electrocatalytic reactions; Electrochemical reactions; High electrical conductivity; High-rate performance; Low- temperature process; Oxygen reduction reaction; Specific capacitance; Boron",Article,"Final","",Scopus,2-s2.0-85046430038
"Kim W., Lee J., Jeon T.","57201698160;27171996400;16068750500;","Optimum replacement cycle of DC high-speed circuit breaker parts",2018,"Journal of Engineering and Applied Sciences","13","5",,"1105","1108",,,"10.3923/jeasci.2018.1105.1108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045840770&doi=10.3923%2fjeasci.2018.1105.1108&partnerID=40&md5=61a7b7d6d4e40e324bf3d56977e503bf","Department of Global Railway System, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Department of Railroad Electrical and Signalling Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Kim, W., Department of Global Railway System, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Lee, J., Department of Railroad Electrical and Signalling Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Jeon, T., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","The replacement cycle of the equipment is usually decided by the technical specification provided by its manufacturer. However, it may vary according to the usage environment of equipments. Therefore, accumulated failure history of equipments in the field is important to determine their lifespans. In case equipments are deployed in many sites it is not hard to gather enough failure data in a short period of time. On the other hand, the equipment installed in a very limited industrial field requires a long period time to acquire the sufficient amount of accumulated failure data. In this study, we aim to analyze an optimal replacement cycle of 3 types of parts used in DC high speed circuit breaker using a statistical analysis based on the fault history. The results can be applied to set up an efficient maintenance plan to reduce the unnecessary labor and cost. © Medwell Journals, 2018.","Circuit breaker; Failure history; Labor; Lifespans; Maintenance; Replacement cycle",,Article,"Final","",Scopus,2-s2.0-85045840770
"Kang J.H., Kim C.","57211725139;7409879911;","Colorimetric detection of iron and fluorescence detection of zinc and cadmium by a chemosensor containing a bio-friendly octopamine",2018,"Photochemical and Photobiological Sciences","17","4",,"442","452",,16,"10.1039/c7pp00468k","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045743085&doi=10.1039%2fc7pp00468k&partnerID=40&md5=ae1ea41146585380c9e9549073a6e247","Department of Fine Chemistry, Seoul National Univ. of Science and Technology, Seoul, 139-743, South Korea","Kang, J.H., Department of Fine Chemistry, Seoul National Univ. of Science and Technology, Seoul, 139-743, South Korea; Kim, C., Department of Fine Chemistry, Seoul National Univ. of Science and Technology, Seoul, 139-743, South Korea","Chemosensor 1 was synthesized by the reaction of octopamine with 2,3-dihydroxybenzaldehyde. Sensor 1 determined iron with an obvious color change from pale yellow to brown in nearly-pure water. The detection limits (0.55 and 0.25 μM) for Fe2+ and Fe3+, respectively, were far lower than the EPA (Environmental Protection Agency) guideline concentration for drinking water (5.37 μM). In addition, 1 could be employed to quantify iron in environmental water samples. Moreover, sensor 1 exhibited different fluorescence emissions in response to zinc (green) and cadmium (blue). The binding structures and sensing mechanisms of 1 for iron, zinc and cadmium were proposed from various spectroscopic studies and theoretical calculations. © 2018 The Royal Society of Chemistry and Owner Societies.",,,Article,"Final","",Scopus,2-s2.0-85045743085
"Kim J., Park S.-H.","56321073100;56303633800;","Leisure and health benefits among Korean adolescents with visual impairments",2018,"International Journal of Qualitative Studies on Health and Well-being","13","1", 1435097,"","",,2,"10.1080/17482631.2018.1435097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045282076&doi=10.1080%2f17482631.2018.1435097&partnerID=40&md5=7b852db77e8357cdc577709aa0a6f343","Department of Health and Human Performance, Texas State University, San Marcos, TX, United States; Department of Sports Sciences, Seoul National University of Science and Technology, Seoul, South Korea","Kim, J., Department of Health and Human Performance, Texas State University, San Marcos, TX, United States; Park, S.-H., Department of Sports Sciences, Seoul National University of Science and Technology, Seoul, South Korea","Purpose: The purpose of the study was to explore health benefits through leisure engagement among Korean adolescents with visual impairments. Method: Using semi-structured interviews, a total of 14 adolescents with visual impairments participated in this study. Results: Two salient themes were captured as health benefits as a result of leisure engagement: psychological wellbeing and personal growth. Conclusions: The findings suggest that leisure provides a venue for the development of self-expression, leisure skills, perseverance, and positive affects. It also indicates that leisure can serve as a vehicle for promoting health and life satisfaction among Korean adolescents with visual impairments. © 2018 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Leisure; leisure skills; perseverance; personal growth; psychological benefits; self-expression; visual impairment","adolescent; emotion; female; health status; human; leisure; male; psychology; qualitative research; quality of life; satisfaction; self concept; social support; South Korea; visual disorder; Adolescent; Emotions; Female; Health Status; Humans; Leisure Activities; Male; Personal Satisfaction; Qualitative Research; Quality of Life; Republic of Korea; Self Efficacy; Social Support; Vision Disorders",Article,"Final","",Scopus,2-s2.0-85045282076
"Kim K.","55816477100;","Investigation on the effects of weather and calendar events on bike-sharing according to the trip patterns of bike rentals of stations",2018,"Journal of Transport Geography","66",,,"309","320",,44,"10.1016/j.jtrangeo.2018.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044844639&doi=10.1016%2fj.jtrangeo.2018.01.001&partnerID=40&md5=6d8f3e1142577d3601d3fe7acff1aeeb","Information Technology Management Programme, Seoul National University of Science & Technology (SeoulTech), International Fusion School, 232 Gongreungno, Nowon-gu, Seoul  139-743, South Korea","Kim, K., Information Technology Management Programme, Seoul National University of Science & Technology (SeoulTech), International Fusion School, 232 Gongreungno, Nowon-gu, Seoul  139-743, South Korea","Public bicycle systems are widely spread across many cities worldwide. ‘Tashu’, a public bicycle sharing system in Daejeon, was installed in 2009 and it is one of the well-established public bike-sharing systems in South Korea. Previous studies in the literature found that in general, bicycling is affected by weather conditions and temporal characteristics. However, the degrees of impacts or the signs of effects may be different depending on the stations. Therefore, this study investigated the different effects of weather conditions and temporal characteristics according to the characteristics of the stations at the station level analysis in addition to the system level analysis. For the cost-effective station level analysis, clustering analysis was utilized to find out the groups of the stations with the similar properties. Moreover, temperature humidity index (THI) and the indicator variable of heatwaves were introduced to consider the interaction between temperature and humidity and measure the influence of high temperature, which has been rarely considered. In the system level analysis, the results showed that the selected factors have the different influence over the different time periods within a day. Especially, scorching heat and non-working days differently affect the demand for public bikes by hours. Also, it was observed that high temperature over 30 °C reduces the bicycle usage, which revealed the necessity of taking into account not only severe colds but also heatwaves in the prediction of the demand. By clustering analysis, the stations were partitioned into the three clusters. One cluster shows the strong peak in the morning while two others have peaks in the evening. The effects of weather conditions and non-working days on the demand for public bicycles were different depending on the clusters, which seemed to be related to the main purposes of bike usage in the clusters. © 2018 Elsevier Ltd","Clustering analysis; Negative binomial regression analysis; Public bicycle system","cluster analysis; cycle transport; public transport; regression analysis; transportation system; travel behavior; weather; South Korea; Taejon [South Korea]; Taejon [Taejon (ADS)]",Article,"Final","",Scopus,2-s2.0-85044844639
"Youn J.S., Kim M.S., Na H.J., Jung H.R., Song C.K., Kang S.Y., Kim J.Y.","57201423306;57195395186;57201424844;57201436823;56284317000;57201422088;55873676800;","Screening test for dendropanax morbifera leveille extracts: In vitro comparison to ox-ldl-induced lipid accumulation, ethanol-induced fatty liver and hmg-coa reductase inhibition",2018,"Journal of Applied Biological Chemistry","61","1",,"1","8",,4,"10.3839/jabc.2018.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044731636&doi=10.3839%2fjabc.2018.001&partnerID=40&md5=98a51d8e730a7b413796c610d449f14b","Department of Food Science and Technology, Seoul National University of Science and Technology, 232, Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Korea Food Information Institute, Banseok-ro, Yuseong-gu, DaeJeon, 34068, South Korea; Agency for Jeju Plant Resources Dendropanax, Jejuuniversity-ro, Jeju, 63243, South Korea","Youn, J.S., Department of Food Science and Technology, Seoul National University of Science and Technology, 232, Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Kim, M.S., Department of Food Science and Technology, Seoul National University of Science and Technology, 232, Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Na, H.J., Korea Food Information Institute, Banseok-ro, Yuseong-gu, DaeJeon, 34068, South Korea; Jung, H.R., Korea Food Information Institute, Banseok-ro, Yuseong-gu, DaeJeon, 34068, South Korea; Song, C.K., Agency for Jeju Plant Resources Dendropanax, Jejuuniversity-ro, Jeju, 63243, South Korea; Kang, S.Y., Agency for Jeju Plant Resources Dendropanax, Jejuuniversity-ro, Jeju, 63243, South Korea; Kim, J.Y., Department of Food Science and Technology, Seoul National University of Science and Technology, 232, Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","The objective of this study was to compare the antihyperlipidemic effects of different Dendropanax morbifera leaf extracts in vitro. The extracts differed in terms of specimen age, harvesting season, and extraction method. RAW 264.7 cells were pretreated with these extracts and stimulated by oxidized low-density lipoprotein. Ethanol was used to induce toxicity in HepG2 cells. Cellular lipid accumulation was quantified using oil red O staining in both these cells. The extracts were evaluated for their inhibitory effects on 3-hydroxy-3-methylglutaryl coenzyme A (HMG-CoA) reductase. RAW 264.7 cells treated with the 60% ethanol extract of an 8-year-old specimen harvested in November exhibited the lowest lipid accumulation. The 30% ethanol extract of a 5-year-old specimen harvested in May exhibited the greatest protection from ethanol-induced cytotoxicity in HepG2 cells. The hot water extract of an 8-year-old specimen harvested in May showed the greatest inhibition of HMG-CoA reductase. These results showed that D. morbifera extracts prepared from leaves that are harvested in May possess the highest antihyperlipidemic effects. © The Korean Society for Applied Biological Chemistry 2018.","3-hydroxy-3-methylglutaryl coenzyme A reductase; Dendropanax morbifera; Hyperlipidemia; Lipid accumulation; Oxidized low density lipoprotein",,Article,"Final","",Scopus,2-s2.0-85044731636
