Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Lee Y.-I., Kim B.-S., Joo S., Kim W.-B.","35976049200;55502654700;57190880922;24069157100;","Low cost fabrication of blue luminescent silicon quantum dots using photo-induced chemical etching",2016,"Nanoscience and Nanotechnology Letters","8","1",,"86","89",,6,"10.1166/nnl.2016.2116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988811386&doi=10.1166%2fnnl.2016.2116&partnerID=40&md5=2e6b624d7a7c8f167a0e9dc7c595455a","Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul-si, 139-743, South Korea; Korea Rare Metals Research Group, Korea Institute of Industrial Technology, Incheon-si, 406-840, South Korea; Department of Energy Engineering, Dankook University, Cheonan-si, 330-714, South Korea","Lee, Y.-I., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul-si, 139-743, South Korea; Kim, B.-S., Korea Rare Metals Research Group, Korea Institute of Industrial Technology, Incheon-si, 406-840, South Korea; Joo, S., Department of Energy Engineering, Dankook University, Cheonan-si, 330-714, South Korea; Kim, W.-B., Department of Energy Engineering, Dankook University, Cheonan-si, 330-714, South Korea","Blue luminescent silicon quantum dots, strongly absorbing at short wavelengths, were fabricated by photo-induced chemical etching. To decrease the production cost, recycled Si ingot sawing waste was used as the starting material. Increasing the reaction time decreased the quantum dot size from 2 m to 1.5-3.0 nm. Control of particle size was possible by adjusting the incident photon energy. The average size of the quantum dots produced at radiation wavelengths <500 nm was estimated to be 2.3±0.5 nm. Strong blue photoluminescence emission was detected at 475 nm, exhibiting an intensity maximum due to the quantum confinement effect. Copyright © 2016 American Scientific Publishers.","Fluorescent; Photo-Induced Chemical Method; Quantum Confinement Effect; Si QDs","Etching; Luminescence; Nanocrystalline silicon; Nanocrystals; Particle size; Quantum confinement; Blue photoluminescence; Chemical method; Fluorescent; Incident photon energy; Low cost fabrication; Quantum confinement effects; Radiation wavelength; Silicon quantum dots; Semiconductor quantum dots",Article,"Final","",Scopus,2-s2.0-84988811386
"Sin D.-Y., Lee E.-H., Park M.-H., Ahn H.-J.","56647751600;57189307387;55757690600;7202928418;","Morphology control of NiO catalysts on NiCrAl alloy foam using a hydrothermal method",2016,"Korean Journal of Materials Research","26","7",,"393","399",,3,"10.3740/MRSK.2016.26.7.393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988529971&doi=10.3740%2fMRSK.2016.26.7.393&partnerID=40&md5=a5a8880fb5cb47836ba94a0859ec8560","Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Alantum, 5439-1 Sangdaewon 2, Seongnam, 13229, South Korea","Sin, D.-Y., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Lee, E.-H., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Park, M.-H., Alantum, 5439-1 Sangdaewon 2, Seongnam, 13229, South Korea; Ahn, H.-J., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Flower-like nickel oxide (NiO) catalysts were coated on NiCrAl alloy foam using a hydrothermal method. The structural, morphological, and chemical bonding properties of the NiO catalysts coated on the NiCrAl alloy foam were investigated by field-emission scanning electron microscopy, scanning electron microscopy-energy dispersive spectroscopy, Xray diffraction, and X-ray photoelectron spectroscopy, respectively. To obtain flower-like morphology of NiO catalysts on the NiCrAl alloy foam, we prepared three different levels of pH of the hydrothermal solution: pH-7.0, pH-10.0, and pH-11.5. The NiO morphology of the pH-7.0 and pH-10.0 samples exhibited a large size plate owing to the slow reaction of the hydroxide (OH-) and nickel ions (Ni+) in lower pH than pH-11.5. Flower-like NiO catalysts (~4.7 μm-6.6 μm) were formed owing to the fast reaction of OH- and Ni2+ by increased OH- concentration at high pH. Thus, the flower-like morphology of NiO catalysts on NiCrAl alloy foam depends strongly on the pH of the hydrothermal solution. © Materials Research Society of Korea.","Electrospinning; Methanol electro-oxidation; Platinum electrocatalysts; Porous carbon nanofibers; Supports","Carbon; Carbon nanofibers; Catalyst supports; Catalysts; Chemical bonds; Electrocatalysts; Electron microscopy; Electrooxidation; Electrospinning; Energy dispersive spectroscopy; Field emission microscopes; Morphology; Nickel; Nickel oxide; Porous materials; Scanning electron microscopy; X ray photoelectron spectroscopy; Field emission scanning electron microscopy; Flower-like morphologies; Hydrothermal methods; Hydrothermal solution; Methanol electrooxidation; Nickel oxides (NiO); Platinum electrocatalysts; Porous carbon nanofibers; Foam control",Article,"Final","",Scopus,2-s2.0-84988529971
"Lee S.-Y., Baek U.-B., Nam S.H., Hwang B.","57218216929;22937209600;57007595400;7201454023;","Hydrogen embrittlement of two austenitic high-manganese steels using tensile testing under high-pressure gaseous hydrogen",2016,"Korean Journal of Materials Research","26","7",,"353","358",,3,"10.3740/MRSK.2016.26.7.353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988490332&doi=10.3740%2fMRSK.2016.26.7.353&partnerID=40&md5=b360086eae3525851c78b335d5245863","Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Division of Industrial Metrology, Korea Research Institute of Standards and Science, Daejeon, 34113, South Korea","Lee, S.-Y., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Baek, U.-B., Division of Industrial Metrology, Korea Research Institute of Standards and Science, Daejeon, 34113, South Korea; Nam, S.H., Division of Industrial Metrology, Korea Research Institute of Standards and Science, Daejeon, 34113, South Korea; Hwang, B., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","The hydrogen embrittlement of two austenitic high-manganese steels was investigated using tensile testing under high-pressure gaseous hydrogen. The test results were compared with those of different kinds of austenitic alloys containing Ni, Mn, and N in terms of stress and ductility. It was found that the ultimate tensile stress and ductility were more remarkably decreased under high-pressure gaseous hydrogen than under high-pressure gaseous argon, unlike the yield stress. In the specimens tested under high-pressure gaseous hydrogen, transgranular fractures were usually observed together with intergranular cracking near the fracture surface, whereas in those samples tested under high-pressure gaseous argon, ductile fractures mostly occurred. The austenitic high-manganese steels showed a relatively lower resistance to hydrogen embrittlement than did those with larger amounts of Ni because the formation of deformation twins or microbands in austenitic highmanganese steels probably promoted planar slip, which is associated with localized deformation due to gaseous hydrogen. © Materials Research Society of Korea.","Austenitic; Gaseous hydrogen; High-manganese steel; High-pressure; Hydrogen embrittlement","Austenite; Deformation; Ductile fracture; Ductility; Fracture; Hydrogen; Manganese; Materials testing apparatus; Nickel; Steel; Tensile strength; Tensile testing; Textures; Yield stress; Austenitic; Austenitic high manganese steels; Gaseous hydrogen; High manganese steel; High pressure; Intergranular cracking; Localized deformations; Ultimate tensile stress; Hydrogen embrittlement",Article,"Final","",Scopus,2-s2.0-84988490332
"Lee J.C., Rhee S.H., Choi J.Y., Noh I., Ohtsuki C., Kim I.Y.","35210884900;7401852000;56493444800;6701749664;7004564474;12797869800;","Apatite-forming ability and antibacterial property of Ag-CaO-SiO2/polyetherether ketone composites",2016,"Journal of Ceramic Processing Research","17","7",,"732","737",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988477988&partnerID=40&md5=1fdb0cef13ca859b2cfacef64da19f15","Department of Dental Biomaterials Science, Dental Research Institute and BK21 Plus, School of Dentistry, Seoul National University, Daehakro 101, Jongno, Seoul, 110-749, South Korea; Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea; Graduate school of Engineering, Nagoya University, B2-3(611) Furo-cho, Chikusa-ku, Nagoya, 464-8603, Japan","Lee, J.C., Department of Dental Biomaterials Science, Dental Research Institute and BK21 Plus, School of Dentistry, Seoul National University, Daehakro 101, Jongno, Seoul, 110-749, South Korea; Rhee, S.H., Department of Dental Biomaterials Science, Dental Research Institute and BK21 Plus, School of Dentistry, Seoul National University, Daehakro 101, Jongno, Seoul, 110-749, South Korea; Choi, J.Y., Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea; Noh, I., Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea; Ohtsuki, C., Graduate school of Engineering, Nagoya University, B2-3(611) Furo-cho, Chikusa-ku, Nagoya, 464-8603, Japan; Kim, I.Y., Graduate school of Engineering, Nagoya University, B2-3(611) Furo-cho, Chikusa-ku, Nagoya, 464-8603, Japan","Ceramic biomaterials have been used to recover the lost functions of the damaged bones by direct fusion with the bones. CaO-SiO2system has been known as a bioactive material that has an ability to form apatite on the surface of the bones inside the body fluid. Applications of biomaterials could require the use of excess amount of antibiotics during transplantation to prevent any infections or microbism. Ag ion has been known for its unique biological properties of antibiosis. We already reported that CaO-SiO2gels prepared by a sol-gel method can be used as inorganic fillers for osteoconductive composites because they showed apatite-forming ability in a simulated body fluid. In this study, we synthesized 30CaO70SiO2(CS) gel powders modified with Ag ions ranging from 0 to 100 ppm to provide antibacterial property. Using the Ag-modified CS powders, composites were prepared by combining with polyetheretherketone (PEEK), which was used as a polymer matrix. Apatite formation in a simulated body fluid was observed on all the composites regardless of Ag contents. The composites consisting of CS modified with Ag ions suppressed multiplication of E.coli. Consequently, CS/PEEK modified with Ag ions not only retained its ability of forming HAp but also gained an antibacterial property. © 2016, Hanyang University. All rights reserved.","Ag-30CaO• 70SiO2 gels; Antibacterial property; Composite; Polyetheretherketone; Sol-Gel",,Article,"Final","",Scopus,2-s2.0-84988477988
"Shin J.W., Jeong A.R., Lee S.Y., Kim C., Hayami S., Min K.S.","35314133900;56014521800;56375319200;7409879911;7006400078;7201466885;","Trinuclear nickel and cobalt complexes containing unsymmetrical tripodal tetradentate ligands: Syntheses, structural, magnetic, and catalytic properties",2016,"Dalton Transactions","45","36",,"14089","14100",,11,"10.1039/c6dt02701f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987837791&doi=10.1039%2fc6dt02701f&partnerID=40&md5=52ef33aca4134656888ebb0418ba53c1","Department of Chemistry, Kyungpook National University, Daegu, 41566, South Korea; Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Department of Chemistry, Graduate School of Science and Technology, Kumamoto University, Kumamoto, 860-8555, Japan; Department of Chemistry Education, Kyungpook National University, Daegu, 41566, South Korea","Shin, J.W., Department of Chemistry, Kyungpook National University, Daegu, 41566, South Korea; Jeong, A.R., Department of Chemistry, Kyungpook National University, Daegu, 41566, South Korea; Lee, S.Y., Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Kim, C., Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Hayami, S., Department of Chemistry, Graduate School of Science and Technology, Kumamoto University, Kumamoto, 860-8555, Japan; Min, K.S., Department of Chemistry Education, Kyungpook National University, Daegu, 41566, South Korea","The coordination chemistries of the tetradentate N2O2-type ligands N-(2-pyridylmethyl)iminodiethanol (H2pmide) and N-(2-pyridylmethyl)iminodiisopropanol (H2pmidip) have been investigated with nickel(ii) and cobalt(ii/iii) ions. Three novel complexes prepared and characterized are [(Hpmide)2Ni3(CH3COO)4] (1), [(Hpmide)2Co3(CH3COO)4] (2), and [(pmidip)2Co3(CH3COO)4] (3). In 1 and 2, two terminal nickel(ii)/cobalt(ii) units are coordinated to one Hpmide- and two CH3CO2-. The terminal units are each connected to a central nickel(ii)/cobalt(ii) cation through one oxygen atom of Hpmide- and two oxygen atoms of acetate ions, giving rise to nickel(ii) and cobalt(ii) trinuclear complexes, respectively. Trinuclear complexes 1 and 2 are isomorphous. In 3, two terminal cobalt(iii) units are coordinated to pmidip2- and two CH3CO2-. The terminal units are each linked to a central cobalt(ii) cation through two oxygen atoms of pmidip2- and one oxygen atom of a bidentate acetate ion, resulting in a linear trinuclear mixed-valence cobalt complex. 1 shows a weak ferromagnetic interaction with the ethoxo and acetato groups between the nickel(ii) ions (g = 2.24, J = 2.35 cm-1). However, 2 indicates a weak antiferromagnetic coupling with the ethoxo and acetato groups between the cobalt(ii) ions (g = 2.37, J = -0.5 cm-1). Additionally, 3 behaves as a paramagnetic cobalt(ii) monomer, due to the diamagnetic cobalt(iii) ions in the terminal units (g = 2.53, =D= = 36.0 cm-1). No catalytic activity was observed in 1. However, 2 and 3 showed significant catalytic activities toward various olefins with modest to good yields. 3 was slightly less efficient toward olefin epoxidation reaction than 2. Also 2 was used for terminal olefin oxidation reaction and was oxidised to the corresponding epoxides in moderate yields (34-75%) with conversions ranging from 47-100%. The cobalt complexes 2 and 3 promoted the O-O bond cleavage to ∼75% heterolysis and ∼25% homolysis. © 2016 The Royal Society of Chemistry.",,"Atoms; Carbon dioxide; Catalyst activity; Cobalt; Epoxidation; Ions; Ligands; Nickel; Olefins; Organometallics; Oxygen; Positive ions; Synthesis (chemical); Antiferromagnetic coupling; Catalytic properties; Co-ordination chemistries; Nickel and cobalts; Olefin epoxidation; Tetradentate ligands; Trinuclear complex; Weak ferromagnetic interactions; Cobalt compounds",Article,"Final","",Scopus,2-s2.0-84987837791
"Lee S.Y., Kim C.","56495929200;7409879911;","A colorimetric chemosensor for sulfide in a near-perfect aqueous solution: Practical application using a test kit",2016,"RSC Advances","6","88",,"85091","85099",,13,"10.1039/c6ra19599g","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987620723&doi=10.1039%2fc6ra19599g&partnerID=40&md5=9cbf112888b99b3717944cb587a9859a","Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea","Lee, S.Y., Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Kim, C., Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea","A new highly selective colorimetric chemosensor 1N'1-((E)-2,3-dihydroxybenzylidene)-N'2-((Z)-2,3-dihydroxybenzylidene)oxalohydrazide for S2- was designed and synthesized. The sensor 1 showed a selective colorimetric sensing ability toward S2- by changing color from colorless to yellow in a near-perfect aqueous solution. To understand the sensing mechanism of 1 with S2-, UV-vis spectroscopy, ESI-mass spectroscopy analysis and DFT calculations were carried out. Practically, sensor 1 functioned as a visible test strip for S2-. Moreover, the sensing ability of 1 for S2- was successfully applied in real water samples. Therefore, sensor 1 could be a good alternative method for onsite and real time screening of S2-. © 2016 The Royal Society of Chemistry.",,"Color; Colorimetry; Design for testability; Mass spectrometry; Physiology; Ultraviolet visible spectroscopy; Colorimetric chemosensor; Colorimetric sensing; DFT calculation; Real water samples; Sensing abilities; Sensing mechanism; Test strips; UV-vis spectroscopy; Solutions",Article,"Final","",Scopus,2-s2.0-84987620723
"Park S.-H., Yi S.-Y.","57191053418;7201404755;","Coordinate estimation of mobile robot using optical mouse sensors",2016,"Journal of Institute of Control, Robotics and Systems","22","9",,"716","722",,2,"10.5302/J.ICROS.2016.16.0034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986182676&doi=10.5302%2fJ.ICROS.2016.16.0034&partnerID=40&md5=5b5f590e2239090af49ba12c4316e764","Dept. of Electrical and Information Engineering, Seoul National University of Science and Technology, South Korea","Park, S.-H., Dept. of Electrical and Information Engineering, Seoul National University of Science and Technology, South Korea; Yi, S.-Y., Dept. of Electrical and Information Engineering, Seoul National University of Science and Technology, South Korea","Coordinate estimation is an essential function for autonomous navigation of a mobile robot. The optical mouse sensor is convenient and cost-effective for the coordinate estimation problem. It is possible to overcome the position estimation error caused by the slip and the model mismatch of robot's motion equation using the optical mouse sensor. One of the simple methods for the position estimation using the optical mouse sensor is integration of the velocity data from the sensor with time. However, the unavoidable noise in the sensor data may deteriorate the position estimation in case of the simple integration method. In general, a mobile robot has ready-to-use motion information from the encoder sensors of driving motors. By combining the velocity data from the optical mouse sensor and the motion information of a mobile robot, it is possible to improve the coordinate estimation performance. In this paper, a coordinate estimation algorithm for an autonomous mobile robot is presented based on the well-known Kalman filter that is useful to combine the different types of sensors. Computer simulation results show the performance of the proposed localization algorithm for several types of trajectories in comparison with the simple integration method.","Kalman filter algorithm; Mobile robot localization; Optical mouse sensor","Cost effectiveness; Data integration; Equations of motion; Integration; Kalman filters; Mammals; Mobile robots; Navigation; Robot applications; Autonomous Mobile Robot; Autonomous navigation; Coordinate estimation; Kalman filter algorithms; Localization algorithm; Mobile robot localization; Optical mouse sensors; Position estimation; Robots",Article,"Final","",Scopus,2-s2.0-84986182676
"Kim S.M., Kang M., Choi I., Lee J.J., Kim C.","57190972065;57190973132;57190973323;36016894400;7409879911;","A highly selective colorimetric chemosensor for cyanide and sulfide in aqueous solution: Experimental and theoretical studies",2016,"New Journal of Chemistry","40","9",,"7768","7778",,25,"10.1039/c6nj01832g","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984863742&doi=10.1039%2fc6nj01832g&partnerID=40&md5=84507065057b35d5ee02186078e1ed1b","Nowon Institute of Education for the Gifted at Seoultech, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea","Kim, S.M., Nowon Institute of Education for the Gifted at Seoultech, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Kang, M., Nowon Institute of Education for the Gifted at Seoultech, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Choi, I., Nowon Institute of Education for the Gifted at Seoultech, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Lee, J.J., Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Kim, C., Nowon Institute of Education for the Gifted at Seoultech, Seoul National University of Science and Technology, Seoul, 139-743, South Korea, Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea","A new colorimetric chemosensor 1 was developed by a combination of 4-(p-tolyl)thiazol-2-amine and 2-hydroxy-1-naphthaldehyde. Sensor 1 showed selective colorimetric responses to CN- and S2- in aqueous solution. A clear color change of 1 from yellow to colorless was observed with CN- through a nucleophilic addition mechanism, while S2- was detected through a deprotonation mechanism with a distinct color change from yellow to orange. The binding stoichiometries of 1 with CN- and S2- were proposed to be 1:1, based on the Job plot, 1H NMR titration and ESI-mass spectrometry analysis. Additionally, the sensing mechanisms of 1 for CN- and S2- were theoretically explained by DFT and TD-DFT calculations. Moreover, 1 could be used to quantify CN- in water samples. © 2016 The Royal Society of Chemistry and the Centre National de la Recherche Scientifique.",,"2 hydroxy 1 naphthaldehyde; 4 (4 tolyl)thiazol 2 amine; aldehyde derivative; amine; cyanide; drinking water; sulfide; tap water; unclassified drug; aqueous solution; Article; chemical binding; color; colorimetry; density functional theory; experimental study; mass spectrometry; molecular sensor; nucleophilicity; priority journal; proton nuclear magnetic resonance; proton transport; stoichiometry; theoretical study; water sampling",Article,"Final","",Scopus,2-s2.0-84984863742
"Kim Y.S., Kwon N.-Y., Jeong Y.-K., Oh S.-T.","57190863732;57190858085;16316094700;55843367200;","Fabrication of cu-30 vol% SiC composites by pressureless sintering of polycarbosilane coated sic and cu powder mixtures",2016,"Korean Journal of Materials Research","26","6",,"337","341",,,"10.3740/MRSK.2016.26.6.337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983543590&doi=10.3740%2fMRSK.2016.26.6.337&partnerID=40&md5=dc82937eda93998473adaa707f1ec068","Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Graduate School of Convergence Science, Pusan National University, Busan, 46241, South Korea","Kim, Y.S., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Kwon, N.-Y., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Jeong, Y.-K., Graduate School of Convergence Science, Pusan National University, Busan, 46241, South Korea; Oh, S.-T., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Cu-30 vol% SiC composites with relatively densified microstructure and a sound interface between the Cu and SiC phases were obtained by pressureless sintering of PCS-coated SiC and Cu powders. The coated SiC powders were prepared by thermal curing and pyrolysis of PCS. Thermal curing at 200 °C was performed to fabricate infusible materials prior to pyrolysis. The cured powders were heated treated up to 1600 °C for the pyrolysis process and for the formation of SiC crystals on the surface of the SiC powders. XRD analysis revealed that the main peaks corresponded to the α-SiC phase; peaks for β-SiC were newly appeared. The formation of β-SiC is explained by the transformation of thermally-cured PCS on the surface of the initial α-SiC powders. Using powder mixtures of coated SiC powder, hydrogen-reduced Cu-nitrate, and elemental Cu powders, Cu-SiC composites were fabricated by pressureless sintering at 1000 °C. Microstructural observation for the sintered composites showed that the powder mixture of PCS-coated SiC and Cu exhibited a relatively dense and homogeneous microstructure. Conversely, large pores and separated interfaces between Cu and SiC were observed in the sintered composite using uncoated SiC powders. These results suggest that Cu-SiC composites with sound microstructure can be prepared using a PCS coated SiC powder mixture. © Materials Research Society of Korea.","Cu-SiC composites; Microstructure; Polycarbosilane; Pressureless sintering","Curing; Microstructure; Mixtures; Polysilanes; Powders; Pyrolysis; Sintering; Homogeneous microstructure; Micro-structural observations; Polycarbosilanes; Powder mixtures; Pressure-less sintering; Pyrolysis process; Sound interface; Thermal curing; Silicon carbide",Article,"Final","",Scopus,2-s2.0-84983543590
"Lee S.-I., Cho Y., Hwang B.","56594465100;57190854230;7201454023;","Effect of grain size on the tensile properties of an austenitic high-manganese steel",2016,"Korean Journal of Materials Research","26","6",,"325","331",,6,"10.3740/MRSK.2016.26.6.325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983499589&doi=10.3740%2fMRSK.2016.26.6.325&partnerID=40&md5=9354908d51678cf6495d1feb8247078b","Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Lee, S.-I., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Cho, Y., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Hwang, B., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","This paper presents a study of the tensile properties of austenitic high-manganese steel specimens with different grain sizes. Although the stacking fault energy, calculated using a modified thermodynamic model, slightly decreased with increasing grain size, it was found to vary in a range of 23.4 mJ/m2 to 27.1 mJ/m2. Room-temperature tensile test results indicated that the yield and tensile strengths increased; the ductility also improved as the grain size decreased. The increase in the yield and tensile strengths was primarily attributed to the occurrence of mechanical twinning, as well as to the grain refinement effect. On the other hand, the improvement of the ductility is because the formation of deformation-induced martensite is suppressed in the high-manganese steel specimen with small grain size during tensile testing. The deformationinduced martensite transformation resulting from the increased grain size can be explained by the decrease in stacking fault energy or in shear stress required to generate deformation-induced martensite transformation. © Materials Research Society of Korea.","Austenitic; Deformation-induced martensite transformation; Grain size; High-manganese steel; Tensile properties","Austenite; Austenitic transformations; Deformation; Ductility; Grain refinement; Grain size and shape; Manganese; Martensite; Martensitic steel; Shear stress; Stainless steel; Steel; Steel research; Steel testing; Tensile properties; Tensile testing; Austenitic; Austenitic high manganese steels; Deformation-induced martensite; Grain refinement effects; Grain size; High manganese steel; Stacking fault energies; Yield and tensile strength; Tensile strength",Article,"Final","",Scopus,2-s2.0-84983499589
"Hwang Y.","36107995300;","Preparation of porous SiC by freeze drying of polycarbosilane emulsion",2016,"Korean Journal of Materials Research","26","6",,"320","324",,,"10.3740/MRSK.2016.26.6.320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983472651&doi=10.3740%2fMRSK.2016.26.6.320&partnerID=40&md5=692a5d6e6665f775c89b1e698ef8b8a9","Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Hwang, Y., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Porous SiC beads were prepared by freeze-drying a polycarbosilane (PCS) emulsion. The water-in-oil (w/o) emulsion, which was composed of water, PCS dissolved p-xylene, and sodium xylenesulfonate (SXS) as an emulsifier, was frozen by dropping it onto a liquid N2 bath; this process resulted in 1~2 mm sized beads. Beads were cured at 200 °C for 1 h in air and heat-treated at 800 °C and 1400 °C for 1 h in an Ar gas flow. Two types of pores, lamella-shaped and spherical pores, were observed. Lamellar-shaped pores were found to develop during the freezing of the xylene solvent. Water droplets in the w/o emulsion were changed into spherical pores under freeze-drying. At 1400 °C of heat-treatment, porous SiC was synthesized with a low level of impurities. © Materials Research Society of Korea.","Freeze-drying; Polycarbosilane; Polymer emulsion; Porous SiC","Drying; Emulsions; Flow of gases; Low temperature drying; Polysilanes; Silicon carbide; Xylene; Freeze drying; Polycarbosilanes; Polymer emulsions; Porous SiC; Spherical pores; W/O emulsions; Water droplets; Water in oil emulsions; Emulsification",Article,"Final","",Scopus,2-s2.0-84983472651
"Chung I.-B., Chung S., Namksung B.","57190841941;57190838221;57190839043;","Integration effect of the electric power supply in the metropolitan urban railway: Focused on the direct operation lines",2016,"International Journal of Applied Engineering Research","11","15",,"8771","8778",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983467425&partnerID=40&md5=e05e3049f5a53207a3f441ca74743ffb","Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Chung, I.-B., Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Chung, S., Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Namksung, B., Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Seoul subway lines 1 and 4 are directly operated with Gyeongbu/Gyeongwon line and Gwacheon/Ansan line of Korail respectively. As the AC and DC neutral sections are established in directly operated connecting-point due to the electric power supply that makes use of AC power in Gyeongbu/Gyeongwon line and Gwacheon/Ansan line and DC power in line 1 and 4, this section is not only vulnerable in terms of operation stability but also increases the cost of electric power and maintenance cost at those subway sections using DC power. Research for their improvement plans and analysis of its effect revealed that the change of the electric power supply sections from DC to AC can enhance the operation stability, reduce the operation cost, shorten the running time and improve the benefit such as improved service. © Research India Publications.","AC and DC Neutral Section; Direct operation; Electric power Supply; Main circuit Interrupting Device",,Article,"Final","",Scopus,2-s2.0-84983467425
"Chung I.-B., Chung S., Namkung B.","57190841941;57190838221;57190839043;","A study on the method of optimal transfer schedule at urban railway",2016,"International Journal of Applied Engineering Research","11","15",,"8778","8784",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983431646&partnerID=40&md5=7c096f7be4f5c8fd8b3a0f92873bdb02","Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Chung, I.-B., Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Chung, S., Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Namkung, B., Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","A transfer within the route is in operation at 169 stations of the urban railway of the Seoul metropolitan area. For transfer convenience, transfer connection should be available at the last train time zone and it is necessary to minimize the transfer waiting time during other time zone. However, there are no principles and standards in the selection of each individual route. This study aims to suggest choice model from minimizing the transfer waiting time during the first train and off-peak hours, being available at the last train zone and maximizing transfer value based on the one way transfer There is possible to expect applicable fundamental study covering whole routes in metropolitan area through trial application for major stations. © Research India Publications.","Transfer; Transfer station; Transfer system; Transfer time; Urban railway",,Article,"Final","",Scopus,2-s2.0-84983431646
